gene,threshold,JSD,size_le,size_he
ENSG00000005486.17,0.017624,0.14620988603278212,11.0,814.0
ENSG00000005513.10,0.041518,0.14368838586723567,810.0,15.0
ENSG00000005700.15,0.010069,0.15693103910417422,10.0,815.0
ENSG00000005801.18,0.005164,0.15420741529033344,17.0,808.0
ENSG00000005810.18,0.006728,0.1704493901388279,9.0,816.0
ENSG00000005812.11,0.0054,0.1704493901388279,9.0,816.0
ENSG00000005844.19,0.003916,0.13107452432726208,81.0,744.0
ENSG00000005882.12,0.001971,0.11455600712481372,16.0,809.0
ENSG00000005884.18,0.004341,0.1272642848607758,9.0,816.0
ENSG00000005889.16,0.007724,0.1272642848607758,9.0,816.0
ENSG00000005893.16,0.052474,0.11914454938738954,10.0,815.0
ENSG00000005961.19,0.004767,0.17044939013882787,816.0,9.0
ENSG00000005981.13,0.001048,0.10958135093512868,803.0,22.0
ENSG00000006007.12,0.012522,0.1272642848607758,9.0,816.0
ENSG00000006015.18,0.001748,0.22662342418148812,13.0,812.0
ENSG00000006016.11,0.028515,0.18294775678709868,814.0,11.0
ENSG00000006025.12,0.003373,0.10594602831363309,188.0,637.0
ENSG00000006042.12,0.00152,0.1272642848607758,9.0,816.0
ENSG00000006047.13,0.016389,0.13049648938409625,774.0,51.0
ENSG00000006059.4,0.00196,0.1272642848607758,816.0,9.0
ENSG00000006062.17,0.001496,0.1704493901388279,9.0,816.0
ENSG00000006071.15,0.072563,0.10729685642179779,813.0,12.0
ENSG00000006116.4,8e-06,0.09323912762750604,685.0,140.0
ENSG00000006118.15,0.24203,0.1272642848607758,816.0,9.0
ENSG00000006125.18,0.043309,0.1700403426472799,15.0,810.0
ENSG00000006128.12,0.002285,0.15119269140849362,808.0,17.0
ENSG00000006194.10,0.006923,0.17044939013882793,9.0,816.0
ENSG00000006210.7,0.00262,0.14620988603278218,11.0,814.0
ENSG00000006282.21,0.003867,0.1646646299089663,12.0,813.0
ENSG00000006283.18,0.005808,0.12870609018044515,813.0,12.0
ENSG00000006327.14,0.003275,0.18294775678709865,11.0,814.0
ENSG00000006377.11,0.005078,0.14568477047046885,811.0,14.0
ENSG00000006432.15,0.047036,0.13749929653801965,813.0,12.0
ENSG00000006451.8,0.094248,0.11895739630386096,801.0,24.0
ENSG00000006453.14,0.010028,0.10871998910813262,144.0,681.0
ENSG00000006459.11,0.005111,0.17044939013882793,9.0,816.0
ENSG00000006468.14,0.000923,0.17024555660013346,12.0,813.0
ENSG00000006530.18,0.007796,0.150319058200504,28.0,797.0
ENSG00000006534.16,0.047981,0.17044939013882793,816.0,9.0
ENSG00000006555.11,0.032291,0.1272642848607758,816.0,9.0
ENSG00000006576.16,0.006579,0.17044939013882793,9.0,816.0
ENSG00000006606.9,0.0,0.1302833289641448,13.0,812.0
ENSG00000006607.14,0.005299,0.17044939013882793,9.0,816.0
ENSG00000006611.17,6.9e-05,0.09955641035290964,456.0,369.0
ENSG00000006625.18,0.086215,0.1272642848607758,816.0,9.0
ENSG00000006634.8,0.027962,0.13423694357205615,805.0,20.0
ENSG00000006638.13,0.000416,0.13749929653801968,12.0,813.0
ENSG00000006652.15,0.017366,0.15693103932420432,815.0,10.0
ENSG00000006659.13,0.000326,0.1371608125495281,805.0,20.0
ENSG00000006695.12,0.003734,0.14368838586723567,15.0,810.0
ENSG00000006704.11,0.055576,0.12270611969777741,806.0,19.0
ENSG00000006712.15,0.012167,0.17044939013882787,9.0,816.0
ENSG00000006715.16,0.009689,0.17044939013882793,9.0,816.0
ENSG00000006740.17,0.000613,0.13968180254991752,31.0,794.0
ENSG00000006744.19,0.014192,0.17044939013882793,9.0,816.0
ENSG00000006747.15,0.042659,0.11548497198642314,773.0,52.0
ENSG00000006756.16,0.01319,0.11226711212157046,33.0,792.0
ENSG00000006757.12,0.001851,0.1536140383188732,10.0,815.0
ENSG00000006788.14,7.3e-05,0.10868044826384712,136.0,689.0
ENSG00000006831.10,0.019591,0.2744244011358857,9.0,816.0
ENSG00000006837.12,6.1e-05,0.14052891501926107,11.0,814.0
ENSG00000007001.13,0.001684,0.12726428508613527,816.0,9.0
ENSG00000007038.11,2.7e-05,0.12004577650698367,77.0,748.0
ENSG00000007047.15,0.069823,0.13749929653801965,813.0,12.0
ENSG00000007062.12,6.8e-05,0.15108936951933805,14.0,811.0
ENSG00000007080.11,0.004476,0.22345685288489361,13.0,812.0
ENSG00000007129.18,0.000103,0.15986695789111474,29.0,796.0
ENSG00000007168.14,0.021974,0.18294775678709868,11.0,814.0
ENSG00000007171.18,0.002274,0.1272642848607758,816.0,9.0
ENSG00000007174.18,6e-06,0.12506478390747025,23.0,802.0
ENSG00000007202.15,0.024791,0.13358962497047824,29.0,796.0
ENSG00000007216.15,0.046386,0.13749929653801965,813.0,12.0
ENSG00000007237.19,0.0024,0.11890859152800928,20.0,805.0
ENSG00000007255.10,0.003177,0.12879691802130408,17.0,808.0
ENSG00000007264.15,0.000117,0.22351319680308623,11.0,814.0
ENSG00000007306.15,0.000689,0.1099191709599282,656.0,169.0
ENSG00000007312.13,0.000124,0.1340141329472251,41.0,784.0
ENSG00000007314.12,0.007222,0.24229075740074485,815.0,10.0
ENSG00000007341.19,0.002411,0.13219010405331771,24.0,801.0
ENSG00000007350.17,6e-06,0.10563440207474453,203.0,622.0
ENSG00000007372.24,0.006295,0.14110859378955457,802.0,23.0
ENSG00000007376.8,0.004126,0.1796856008549125,11.0,814.0
ENSG00000007384.15,0.017179,0.1028261062629701,147.0,678.0
ENSG00000007392.17,0.067847,0.12221826475110995,802.0,23.0
ENSG00000007402.12,0.000296,0.13749929653801965,12.0,813.0
ENSG00000007516.14,0.000164,0.13749929653801965,12.0,813.0
ENSG00000007520.4,0.003355,0.19543748809174805,10.0,815.0
ENSG00000007541.17,0.005778,0.16707152093618416,9.0,816.0
ENSG00000007545.16,0.003866,0.14368838586723567,15.0,810.0
ENSG00000007866.22,0.011629,0.13020866392542124,47.0,778.0
ENSG00000007908.16,0.04216,0.14620988603278223,814.0,11.0
ENSG00000007923.16,0.004249,0.17044939013882793,9.0,816.0
ENSG00000007933.13,0.000118,0.15693103910417422,10.0,815.0
ENSG00000007944.15,0.004363,0.17685738567042786,14.0,811.0
ENSG00000007952.18,0.000175,0.10000644555616003,26.0,799.0
ENSG00000007968.7,0.036554,0.1987544890970792,815.0,10.0
ENSG00000008018.9,0.129849,0.10988665730258304,757.0,68.0
ENSG00000008056.14,0.02229,0.15981232807391305,812.0,13.0
ENSG00000008083.14,0.006883,0.1272642848607758,9.0,816.0
ENSG00000008086.13,0.002025,0.14620988603278212,11.0,814.0
ENSG00000008118.10,3.8e-05,0.1196831865996004,52.0,773.0
ENSG00000008128.23,9.1e-05,0.15693103910417422,10.0,815.0
ENSG00000008130.15,0.011043,0.1272642848607758,9.0,816.0
ENSG00000008196.13,0.213523,0.17685738567042789,811.0,14.0
ENSG00000008197.5,1.7e-05,0.09472209383639267,796.0,29.0
ENSG00000008226.20,0.000104,0.12770261696197513,57.0,768.0
ENSG00000008256.16,0.077739,0.1302833289641448,812.0,13.0
ENSG00000008277.14,0.000259,0.1704493901388279,9.0,816.0
ENSG00000008282.9,0.023454,0.14620988603278218,11.0,814.0
ENSG00000008283.16,0.425018,0.1704493901388279,816.0,9.0
ENSG00000008294.21,0.012028,0.1702455566001334,12.0,813.0
ENSG00000008300.17,0.000451,0.1704493901388279,9.0,816.0
ENSG00000008311.15,0.001251,0.13060667455885874,30.0,795.0
ENSG00000008323.15,0.000529,0.1987544888770491,10.0,815.0
ENSG00000008324.12,0.00502,0.13636785965933984,67.0,758.0
ENSG00000008382.16,0.015274,0.16707152093618416,816.0,9.0
ENSG00000008394.13,0.353652,0.17044939013882787,816.0,9.0
ENSG00000008405.12,0.004489,0.13749929653801965,12.0,813.0
ENSG00000008438.5,0.0,0.10159794126946364,266.0,559.0
ENSG00000008441.18,0.404648,0.16695504329754335,810.0,15.0
ENSG00000008513.16,0.020505,0.11998104343869387,63.0,762.0
ENSG00000008516.17,0.000144,0.2235131968030863,11.0,814.0
ENSG00000008517.18,0.104307,0.1272642848607758,816.0,9.0
ENSG00000008710.20,0.006897,0.13403934662379918,45.0,780.0
ENSG00000008735.14,0.000312,0.18294775678709863,11.0,814.0
ENSG00000008838.20,0.013089,0.1704493901388279,9.0,816.0
ENSG00000008853.17,0.002362,0.1727864802711574,25.0,800.0
ENSG00000008869.12,0.007601,0.14620988603278215,11.0,814.0
ENSG00000008952.17,0.032192,0.17044939013882793,9.0,816.0
ENSG00000008988.11,0.139969,0.17024555660013346,12.0,813.0
ENSG00000009307.16,0.119617,0.17726678577357757,11.0,814.0
ENSG00000009335.18,0.024963,0.14565793987890518,22.0,803.0
ENSG00000009413.16,0.003785,0.14110859378955457,23.0,802.0
ENSG00000009694.13,5.6e-05,0.10929893924747414,91.0,734.0
ENSG00000009709.12,0.009947,0.15919531142760976,784.0,41.0
ENSG00000009724.17,7.8e-05,0.11878845596532503,25.0,800.0
ENSG00000009765.15,0.027392,0.17044939013882787,816.0,9.0
ENSG00000009780.16,0.003173,0.18294775678709868,11.0,814.0
ENSG00000009790.15,0.000747,0.16142740198332367,38.0,787.0
ENSG00000009830.12,0.040167,0.13698915579061818,801.0,24.0
ENSG00000009844.16,0.085569,0.22025104087090003,814.0,11.0
ENSG00000009950.16,5e-05,0.11890859152800931,20.0,805.0
ENSG00000009954.11,0.03057,0.1302833289641448,13.0,812.0
ENSG00000010017.13,0.108835,0.1342870168716123,813.0,12.0
ENSG00000010030.14,0.000266,0.14620988603278212,11.0,814.0
ENSG00000010072.16,0.003067,0.1704493901388279,9.0,816.0
ENSG00000010165.20,0.009533,0.1987544888770491,10.0,815.0
ENSG00000010219.13,0.024695,0.15361403831887316,815.0,10.0
ENSG00000010244.19,0.03244,0.2060055560978195,12.0,813.0
ENSG00000010256.11,0.027526,0.1954374880917481,10.0,815.0
ENSG00000010270.14,0.005642,0.1272642848607758,9.0,816.0
ENSG00000010278.15,0.507204,0.1302833289641448,812.0,13.0
ENSG00000010282.15,7e-06,0.10103094058038407,347.0,478.0
ENSG00000010292.13,0.018773,0.15420741529033344,17.0,808.0
ENSG00000010295.20,0.001821,0.13927964476027827,65.0,760.0
ENSG00000010310.9,4.1e-05,0.1272642848607758,9.0,816.0
ENSG00000010318.21,0.000504,0.15693103910417416,10.0,815.0
ENSG00000010319.7,0.000649,0.17044939013882787,9.0,816.0
ENSG00000010322.16,0.011381,0.17044939013882787,9.0,816.0
ENSG00000010327.10,0.007317,0.14058132030298773,42.0,783.0
ENSG00000010361.14,0.030517,0.17044939013882793,816.0,9.0
ENSG00000010379.16,7e-06,0.09742397724139806,206.0,619.0
ENSG00000010404.18,0.016432,0.12108477415105795,811.0,14.0
ENSG00000010438.17,0.002539,0.11914454938738951,815.0,10.0
ENSG00000010539.12,0.002474,0.17044939013882793,9.0,816.0
ENSG00000010610.10,0.004643,0.17044939013882793,9.0,816.0
ENSG00000010626.15,0.022361,0.12726428486077576,816.0,9.0
ENSG00000010671.16,0.000627,0.17044939013882793,9.0,816.0
ENSG00000010704.18,0.025681,0.11323206659525134,768.0,57.0
ENSG00000010803.16,0.009706,0.14992432840228676,35.0,790.0
ENSG00000010810.17,0.00438,0.17044939013882793,9.0,816.0
ENSG00000010818.10,0.077449,0.12726428508613527,816.0,9.0
ENSG00000010932.17,0.023478,0.22662342418148812,812.0,13.0
ENSG00000011007.12,0.013578,0.18294775678709863,11.0,814.0
ENSG00000011009.11,0.017888,0.14571773885492587,32.0,793.0
ENSG00000011021.23,0.002244,0.18294775678709868,11.0,814.0
ENSG00000011028.14,0.233121,0.13968557416840982,814.0,11.0
ENSG00000011052.21,,-inf,,
ENSG00000011083.9,0.000563,0.11902728067644117,810.0,15.0
ENSG00000011105.14,0.012211,0.22535922123361052,17.0,808.0
ENSG00000011114.15,0.006333,0.1987544888770491,10.0,815.0
ENSG00000011132.12,0.002483,0.1785818513772428,33.0,792.0
ENSG00000011143.19,0.002596,0.15108936951933807,14.0,811.0
ENSG00000011198.10,0.007143,0.17044939013882787,9.0,816.0
ENSG00000011201.12,0.1436,0.14620988603278218,814.0,11.0
ENSG00000011243.18,0.005805,0.2235131968030863,11.0,814.0
ENSG00000011258.16,0.004068,0.1987544888770491,10.0,815.0
ENSG00000011260.14,0.013106,0.12026313096133318,86.0,739.0
ENSG00000011275.19,0.012738,0.17044939013882793,9.0,816.0
ENSG00000011295.16,0.009292,0.1302833289641448,13.0,812.0
ENSG00000011304.22,0.070927,0.2744244011358857,9.0,816.0
ENSG00000011332.19,4.4e-05,0.2456077581860459,10.0,815.0
ENSG00000011347.10,0.301132,0.15787523153384633,802.0,23.0
ENSG00000011376.12,0.004409,0.15693103910417422,10.0,815.0
ENSG00000011405.13,0.008012,0.17044939013882793,9.0,816.0
ENSG00000011422.12,0.048502,0.13358962497047824,796.0,29.0
ENSG00000011426.11,0.122702,0.3392810553785074,816.0,9.0
ENSG00000011451.21,0.016398,0.13733085187302782,16.0,809.0
ENSG00000011454.18,0.121423,0.1478105728941601,804.0,21.0
ENSG00000011465.18,0.019647,0.13733085187302782,16.0,809.0
ENSG00000011478.13,0.023427,0.13749929653801965,813.0,12.0
ENSG00000011485.15,0.012897,0.13733085187302782,16.0,809.0
ENSG00000011523.14,0.011741,0.10912941346017238,156.0,669.0
ENSG00000011566.15,0.009783,0.13207607640403773,46.0,779.0
ENSG00000011590.14,6.6e-05,0.14395721253407046,37.0,788.0
ENSG00000011600.12,0.007128,0.14424031776153448,36.0,789.0
ENSG00000011638.11,0.009894,0.1217805169634063,24.0,801.0
ENSG00000011677.13,0.012536,0.2189774920061309,816.0,9.0
ENSG00000012048.23,0.06509,0.1272642848607758,816.0,9.0
ENSG00000012061.16,0.011207,0.1843569425917566,19.0,806.0
ENSG00000012124.17,0.000171,0.13749929653801968,12.0,813.0
ENSG00000012171.20,0.000297,0.17044939013882787,9.0,816.0
ENSG00000012174.12,0.072527,0.11975367669211161,806.0,19.0
ENSG00000012211.13,0.015154,0.1272642848607758,816.0,9.0
ENSG00000012223.13,0.001812,0.11379811204137245,69.0,756.0
ENSG00000012232.9,0.084021,0.1272642848607758,816.0,9.0
ENSG00000012504.15,4.2e-05,0.09280887373886898,787.0,38.0
ENSG00000012660.14,0.020239,0.1704493901388279,9.0,816.0
ENSG00000012779.11,0.00291,0.1315728617244023,38.0,787.0
ENSG00000012817.16,6e-06,0.09575879033051285,604.0,221.0
ENSG00000012822.16,0.120911,0.10717487150699936,801.0,24.0
ENSG00000012963.15,0.009448,0.17024555660013346,12.0,813.0
ENSG00000012983.11,0.008835,0.17044939013882793,9.0,816.0
ENSG00000013016.16,0.002476,0.1269762683333411,18.0,807.0
ENSG00000013275.8,0.023452,0.1566457567773186,13.0,812.0
ENSG00000013288.9,0.009274,0.1272642848607758,9.0,816.0
ENSG00000013293.6,0.001334,0.12388641565813205,816.0,9.0
ENSG00000013297.12,0.000136,0.17044939013882787,9.0,816.0
ENSG00000013306.16,0.029126,0.14796496072326032,14.0,811.0
ENSG00000013364.19,0.014341,0.13428200596914444,16.0,809.0
ENSG00000013374.16,0.014828,0.1704493901388279,9.0,816.0
ENSG00000013375.16,0.007436,0.13749929653801965,12.0,813.0
ENSG00000013392.8,0.002023,0.13403934662379915,45.0,780.0
ENSG00000013441.16,0.161182,0.16707152093618416,816.0,9.0
ENSG00000013503.10,0.002692,0.14620988603278215,11.0,814.0
ENSG00000013523.11,0.00379,0.14620988603278218,11.0,814.0
ENSG00000013561.18,0.010791,0.15693103910417422,10.0,815.0
ENSG00000013563.14,0.001353,0.1704493901388279,9.0,816.0
ENSG00000013573.17,0.002284,0.1272642848607758,9.0,816.0
ENSG00000013583.10,0.01064,0.13733085187302782,16.0,809.0
ENSG00000013588.9,0.542059,0.11854373849230113,790.0,35.0
ENSG00000013619.14,0.001178,0.1407279744522686,101.0,724.0
ENSG00000013725.14,0.000317,0.15693103910417422,10.0,815.0
ENSG00000013810.20,0.007619,0.14189983657323718,29.0,796.0
ENSG00000014123.10,0.007343,0.14368838586723567,15.0,810.0
ENSG00000014138.9,0.001058,0.18034123768583724,25.0,800.0
ENSG00000014164.7,0.065184,0.1704493901388279,816.0,9.0
ENSG00000014216.16,0.038639,0.1272642848607758,9.0,816.0
ENSG00000014257.16,0.000107,0.1272642848607758,9.0,816.0
ENSG00000014641.21,0.039516,0.13116761356813364,34.0,791.0
ENSG00000014824.14,0.013073,0.21897749200613092,9.0,816.0
ENSG00000014914.21,0.031747,0.14828620046593904,800.0,25.0
ENSG00000014919.13,0.0063,0.2189774920061309,9.0,816.0
ENSG00000015133.19,0.006861,0.18294775678709865,11.0,814.0
ENSG00000015153.15,0.002999,0.17998179446650564,14.0,811.0
ENSG00000015171.20,0.019387,0.13749929653801965,12.0,813.0
ENSG00000015285.11,0.00128,0.1456579398789052,22.0,803.0
ENSG00000015413.9,0.005058,0.1569310391041742,815.0,10.0
ENSG00000015475.19,0.007371,0.1400006531749717,46.0,779.0
ENSG00000015479.20,0.000107,0.1272642848607758,9.0,816.0
ENSG00000015520.15,2e-05,0.18214367419777916,16.0,809.0
ENSG00000015532.10,0.005025,0.17044939013882793,9.0,816.0
ENSG00000015568.13,4e-06,0.10325419826307153,274.0,551.0
ENSG00000015592.16,0.001111,0.12270611969777742,806.0,19.0
ENSG00000015676.18,0.021638,0.17044939013882793,9.0,816.0
ENSG00000016082.15,0.000482,0.12105656713015188,797.0,28.0
ENSG00000016391.11,0.002092,0.21121234451723409,14.0,811.0
ENSG00000016402.13,0.000119,0.1704493901388279,9.0,816.0
ENSG00000016490.16,2.2e-05,0.106894345060989,779.0,46.0
ENSG00000016602.9,1.2e-05,0.10329027233779486,232.0,593.0
ENSG00000016864.18,0.009649,0.1272642848607758,9.0,816.0
ENSG00000017260.20,0.028803,0.18294775678709868,11.0,814.0
ENSG00000017427.17,0.008378,0.1638697439478068,810.0,15.0
ENSG00000017483.15,0.016814,0.11551031265270695,804.0,21.0
ENSG00000017797.13,0.013353,0.17044939013882793,9.0,816.0
ENSG00000018189.13,0.006931,0.14620988603278218,11.0,814.0
ENSG00000018236.15,0.000196,0.13733085187302782,16.0,809.0
ENSG00000018280.17,0.001167,0.1309842558554638,78.0,747.0
ENSG00000018408.15,0.010766,0.21897749200613092,9.0,816.0
ENSG00000018510.17,0.007361,0.14509156119169572,33.0,792.0
ENSG00000018607.7,0.000211,0.1569310391041742,815.0,10.0
ENSG00000018610.15,0.007365,0.11354022441846498,27.0,798.0
ENSG00000018625.15,0.021552,0.10723631279188764,807.0,18.0
ENSG00000018699.13,0.005465,0.1302833289641448,13.0,812.0
ENSG00000018869.17,0.005232,0.13181164190314393,808.0,17.0
ENSG00000019102.12,0.048514,0.17044939013882793,816.0,9.0
ENSG00000019144.19,0.010275,0.10075645885562348,31.0,794.0
ENSG00000019169.10,0.0,0.27442440113588573,9.0,816.0
ENSG00000019186.10,0.024698,0.13181164190314393,808.0,17.0
ENSG00000019485.13,0.00228,0.13327220672450707,81.0,744.0
ENSG00000019505.8,5.8e-05,0.13028894219236198,54.0,771.0
ENSG00000019549.13,0.031348,0.12213848208274158,785.0,40.0
ENSG00000019582.15,0.252397,0.13486110201142235,55.0,770.0
ENSG00000019991.18,0.000188,0.17044939013882793,9.0,816.0
ENSG00000019995.6,0.00146,0.15693103910417422,10.0,815.0
ENSG00000020129.16,0.010657,0.13207607640403773,46.0,779.0
ENSG00000020181.18,0.011819,0.10296446639650529,285.0,540.0
ENSG00000020219.9,0.000119,0.10729685663258903,813.0,12.0
ENSG00000020256.20,0.004489,0.17044939013882793,9.0,816.0
ENSG00000020426.11,0.002562,0.1704493901388279,9.0,816.0
ENSG00000020577.14,0.00131,0.2744244011358857,9.0,816.0
ENSG00000020633.19,0.001523,0.1411085937895546,23.0,802.0
ENSG00000020922.13,0.005675,0.15981232807391302,13.0,812.0
ENSG00000021300.14,0.001108,0.10272236212082791,39.0,786.0
ENSG00000021355.13,0.024078,0.12324003547153883,142.0,683.0
ENSG00000021461.17,4e-06,0.1103080353709181,197.0,628.0
ENSG00000021488.13,9e-06,0.15420741529033344,17.0,808.0
ENSG00000021574.13,0.006037,0.18294775678709874,11.0,814.0
ENSG00000021645.20,6.9e-05,0.17044939013882793,9.0,816.0
ENSG00000021762.20,0.006165,0.11245238816680381,22.0,803.0
ENSG00000021776.11,0.010909,0.21897749200613092,9.0,816.0
ENSG00000021826.17,0.023391,0.13181164190314393,808.0,17.0
ENSG00000021852.13,0.0,0.09685108378800401,414.0,411.0
ENSG00000022267.19,0.139744,0.17044939013882793,816.0,9.0
ENSG00000022277.13,0.022314,0.15192538247031923,31.0,794.0
ENSG00000022355.18,1.3e-05,0.09583801644171704,616.0,209.0
ENSG00000022556.16,3e-05,0.1272642848607758,9.0,816.0
ENSG00000022567.10,0.002894,0.17004034264727985,15.0,810.0
ENSG00000022840.16,0.041725,0.1373308518730278,16.0,809.0
ENSG00000022976.15,0.000935,0.17044939013882793,9.0,816.0
